,population
447,5460
448,7200
449,9263
450,24920
451,9732
452,10403
453,16117
454,9897
455,5802
456,3640
457,20978
458,9225
459,8659
460,7832
461,8491
462,3413
463,11250
464,7000
465,5050
466,6360
467,7324
468,28025
469,5192
470,17600
471,6161
472,8400
473,10259
474,6298
475,3006
476,2527
477,4590
478,6550
479,10650
480,8640
481,8130
482,9773
483,6000
484,181319
485,7725
486,11793
487,5000
488,7302
489,9500
490,7350
491,5036
492,11230
493,14062
494,6710
495,1391
496,4140
497,19635
498,5750
499,4500
500,5438
501,3825
502,11947
503,7800
504,11610
505,7200
506,3328
507,5100
508,6872
509,10800
510,7559
511,7787
512,57063
513,8184
514,5000
515,7680
516,39150
517,7745
518,8036
519,194278
520,7560
521,6000
522,5105
523,11054
524,5000
525,9119
526,6587
527,230652
528,7085
529,36947
530,7848
531,1898
532,76230
533,9600
534,7405
535,6655
536,8268
537,4000
538,6082
539,5106
540,24069
541,4350
542,12000
543,40518
544,18500
545,29242
546,9614
547,649
548,18360
549,8865
550,10221
551,6320
552,9813
553,8125
554,8280
555,29170
556,15235
557,7242
558,9563
559,10271
560,108900
561,217014
562,5163
563,22370
564,9162
565,5680
566,5350
567,4000
568,3400
569,15029
570,5612
571,7708
572,5445
573,5040
574,9917
575,75794
576,3402
577,84942
578,5493
579,8960
580,6439
581,10608
582,4920
583,10070
584,7500
585,15744
586,4000
587,12600
588,13300
589,2900
590,217800
591,32666
592,2937
593,3600
594,9611
595,10584
596,2958
597,14402
598,8249
599,15367
600,6460
601,31465
602,10816
603,7070
604,4789
605,13938
606,1175
607,6804
608,6824
609,15842
610,1760
611,3388
612,5080
613,4694
614,7524
615,8814
616,9414
617,5502
618,9775
619,7210
620,7415
621,5750
622,10588
623,5000
624,6750
625,6400
626,1458
627,9375
628,2790
629,34293
630,9633
631,6000
632,7700
633,11575
634,3060
635,8000
636,8316
637,8910
638,13303
639,5750
640,3850
641,9091
642,6750
643,1091
644,6699
645,6500
646,6200
647,2500
648,26326
649,7645
650,6020
651,36400
652,6862
653,5400
654,3976
655,10492
656,55867
657,6000
658,3330
659,8710
660,22267
661,14440
662,5097
663,1374
664,12231
665,9079
666,1086
667,4000
668,15954
669,5000
670,4708
671,6380
672,11880
673,4180
674,18000
675,9315
676,3000
677,17487
678,4755
679,18361
680,7187
681,209523
682,7399
683,5809
684,4875
685,6768
686,7757
687,7649
688,8329
689,12616
690,11788
691,19252
692,7698
693,4342
694,23488
695,5760
696,25958
697,9966
698,26055
699,11034
700,5000
701,5100
702,10575
703,3600
704,9000
705,5703
706,7245
707,14782
708,7150
709,39478
710,8548
711,12125
712,9875
713,7400
714,10500
715,7140
716,8108
717,13579
718,13579
719,9644
720,6186
721,4080
722,51836
723,2770
724,5500
725,9380
726,5680
727,5900
728,7650
729,37769
730,7972
731,17424
732,8354
733,17950
734,3562
735,8893
736,8167
737,7400
738,5979
739,9177
740,17715
741,4887
742,72745
743,9750
744,4000
745,6000
746,5070
747,4912
748,5200
749,6460
750,6908
751,4200
752,6001
753,6600
754,3850
755,14250
756,9612
757,3938
758,13430
759,4000
760,22594
761,1149
762,218252
763,4683
764,7939
765,31400
766,9864
767,10968
768,6099
769,12750
770,8625
771,7223
772,7642
773,3000
774,10800
775,8030
776,4838
777,2874
778,5880
779,9453
780,23680
781,8219
782,1221
783,4800
784,10003
785,8040
786,5400
787,40419
788,9887
789,5761
790,8400
791,11120
792,11000
793,7980
794,34133
795,7216
796,36276
797,9000
798,4700
799,40097
800,2720
801,8684
802,4534
803,15085
804,7740
805,4964
806,12243
807,9966
808,4438
809,8698
810,7210
811,1253
812,4308
813,36085
814,15188
815,17852
816,3323
817,5500
818,5000
819,8919
820,57381
821,4997
822,5000
823,7200
824,7200
825,5000
826,3090
827,6030
828,10350
829,24931
830,5753
831,16290
832,8600
833,25600
834,14000
835,11340
836,4003
837,4003
838,7440
839,7780
840,10725
841,5175
842,30736
843,35287
844,2309
845,11050
846,4080
847,11894
848,12555
849,9000
850,5790
851,16050
852,1304
853,23899
854,8050
855,6120
856,6271
857,13260
858,213444
859,8690
860,15000
861,5212
862,10150
863,3200
864,7416
865,8549
866,6590
867,4445
868,3090
869,8240
870,4160
871,8701
872,13650
873,10514
874,12095
875,4764
876,8498
877,11576
878,8100
879,8100
880,9570
881,4822
882,9350
883,4000
884,4000
885,17204
886,3118
887,1058
888,10640
889,10035
890,25341
891,5400
892,5000
893,6771
894,1340
895,7700
896,11470
897,28243
898,9009
899,9600
900,14486
901,50308
902,13592
903,1157
904,6698
905,6041
906,8479
907,9315
908,5720
909,4800
910,8738
911,10062
912,8384
913,7135
914,7208
915,5500
916,1777
917,5322
918,10320
919,7700
920,9220
921,16275
922,8450
923,11824
924,4049
925,10480
926,6687
927,4600
928,1140
929,262018
930,2614
931,7863
932,18616
933,35026
934,5000
935,22410
936,4650
937,7200
938,6564
939,47916
940,4300
941,5665
942,6766
943,10140
944,5589
945,23568
946,7480
947,12968
948,10720
949,13384
950,6750
951,6743
952,10650
953,1159
954,13202
955,5000
956,4560
957,14850
958,8581
959,7920
960,5000
961,7380
962,2970
963,6174
964,43101
965,7500
966,9000
967,7636
968,7207
969,8616
970,5000
971,9000
972,13737
973,3469
974,10819
975,5450
976,24759
977,7854
978,8712
979,8400
980,7800
981,9804
982,4139
983,5400
984,7683
985,1016
986,8560
987,7469
988,6388
989,5004
990,9828
991,8158
992,11583
993,7651
994,6460
995,6325
996,20917
997,2340
998,4188
999,9550
1000,4590
1001,8853
1002,8320
1003,7214
1004,3677
1005,5000
1006,4203
1007,7091
1008,217800
1009,5000
1010,5500
1011,8970
1012,44431
1013,7260
1014,3600
1015,5411
1016,7700
1017,8432
1018,47045
1019,6228
1020,21810
1021,6000
1022,8106
1023,7128
1024,7749
1025,9643
1026,5340
1027,8400
1028,6930
1029,5484
1030,8190
1031,6552
1032,6045
1033,12522
1034,54160
1035,5854
1036,9600
1037,2200
1038,6921
1039,5259
1040,8961
1041,10500
1042,3000
1043,8860
1044,8784
1045,242629
1046,8862
1047,114562
1048,11500
1049,5000
1050,4250
1051,6500
1052,35021
1053,13435
1054,5350
1055,84267
1056,10320
1057,5375
1058,8005
1059,9452
1060,8645
1061,6642
1062,11900
1063,18050
1064,9000
1065,2500
1066,6890
1067,6250
1068,8909
1069,57000
1070,9248
1071,9206
1072,8500
1073,16080
1074,4228
1075,41900
1076,7426
1077,5000
1078,5595
1079,7541
1080,8677
1081,12775
1082,11254
1083,3400
1084,28300
1085,4080
1086,4080
1087,9000
1088,9360
1089,11700
1090,12611
1091,3056
1092,21357
1093,7140
1094,7300
1095,3987
1096,9611
1097,1760
1098,1380
1099,4222
1100,14731
1101,2400
1102,1073
1103,8378
1104,35679
1105,12825
1106,8281
1107,1369
1108,4380
1109,6219
1110,8375
1111,32175
1112,12843
1113,9273
1114,8835
1115,7800
1116,4560
1117,14648
1118,7740
1119,10400
1120,8355
1121,8571
1122,12250
1123,13470
1124,4000
1125,7865
1126,5670
1127,27007
1128,6300
1129,6300
1130,6332
1131,8250
1132,4250
1133,17832
1134,4100
1135,8624
1136,4100
1137,8437
1138,2550
1139,9487
1140,6867
1141,3240
1142,7700
1143,10970
1144,7950
1145,6000
1146,3658
1147,5203
1148,4000
1149,43377
1150,2970
1151,14196
1152,7898
1153,6162
1154,40319
1155,3000
1156,8580
1157,10061
1158,5000
1159,2865
1160,6600
1161,7749
1162,8620
1163,7500
1164,45517
1165,8400
1166,7500
1167,6440
1168,8313
1169,9600
1170,3672
1171,103382
1172,3667
1173,3850
1174,9900
1175,2500
1176,7394
1177,7110
1178,7500
1179,18700
1180,7140
1181,40259
1182,101930
1183,6000
1184,9200
1185,13900
1186,11100
1187,14057
1188,7560
1189,2930
1190,5355
1191,8250
1192,8100
1193,3600
1194,3000
1195,8320
1196,4000
1197,17585
1198,8149
1199,40202
1200,4597
1201,8400
1202,3800
1203,3800
1204,10125
1205,7307
1206,889
1207,6440
1208,7834
1209,27951
1210,5356
1211,7504
1212,4400
1213,4271
1214,27631
1215,8653
1216,3974
1217,7920
1218,17334
1219,16105
1220,14401
1221,7210
1222,7520
1223,7417
1224,6180
1225,9600
1226,11935
1227,8288
1228,6320
1229,7845
1230,7261
1231,6840
1232,10155
1233,7420
1234,11234
1235,11234
1236,7763
1237,12940
1238,23625
1239,6350
1240,5423
1241,9569
1242,81892
1243,81549
1244,3841
1245,5000
1246,13609
1247,4426
1248,6852
1249,5000
1250,11410
1251,7566
1252,7030
1253,10165
1254,9000
1255,102366
1256,881
1257,7000
1258,4000
1259,5805
1260,37981
1261,47044
1262,11817
1263,5150
1264,21780
1265,6642
1266,13501
1267,1115
1268,7201
1269,3360
1270,9592
1271,8062
1272,8570
1273,99752
1274,12000
1275,1201
1276,18600
1277,7957
1278,4000
1279,4125
1280,4565
1281,17380
1282,14872
1283,8925
1284,6250
1285,14110
1286,15349
1287,7875
1288,6561
1289,5797
1290,10290
1291,10176
1292,28717
1293,7500
1294,25714
1295,5120
1296,7350
1297,4080
1298,10183
1299,9600
1300,5000
1301,8648
1302,7194
1303,9467
1304,17859
1305,4225
1306,17864
1307,7838
1308,7205
1309,4080
1310,16905
1311,14120
1312,9530
1313,13650
1314,4836
1315,24829
1316,31238
1317,8880
1318,8073
1319,1325
1320,12528
1321,6657
1322,11234
1323,9072
1324,220308
1325,7590
1326,1846
1327,7000
1328,3360
1329,133729
1330,6936
1331,15000
1332,11870
1333,4800
1334,6000
1335,4556
1336,3870
1337,2530
1338,5000
1339,7506
1340,7800
1341,10257
1342,3600
1343,9000
1344,5167
1345,890
1346,18800
1347,5600
1348,9565
1349,4676
1350,5298
1351,79714
1352,100545
1353,7923
1354,4494
1355,10302
1356,8391
1357,8307
1358,11111
1359,6130
1360,6000
1361,22703
1362,11424
1363,10360
1364,11250
1365,9300
1366,2890
1367,5700
1368,10049
1369,9360
1370,5650
1371,5700
1372,122038
1373,2808
1374,13791
1375,7552
1376,15250
1377,11475
1378,6350
1379,10000
1380,8060
1381,8366
1382,5044
1383,8858
1384,6000
1385,10182
1386,9307
1387,14400
1388,4400
1389,14149
1390,7140
1391,5671
1392,5070
1393,6380
1394,6172
1395,35040
1396,20041
1397,8250
1398,21650
1399,3900
1400,5950
1401,10122
1402,4662
1403,41346
1404,8910
1405,8300
1406,3855
1407,13496
1408,8050
1409,4920
1410,8955
1411,12987
1412,8000
1413,6924
1414,7571
1415,9099
1416,6000
1417,7155
1418,5750
1419,12199
1420,17186
1421,9630
1422,6820
1423,9630
1424,8612
1425,10281
1426,73600
1427,4874
1428,80837
1429,4762
1430,6000
1431,5400
1432,4000
1433,20000
1434,4944
1435,18900
1436,35000
1437,5600
1438,12220
1439,7330
1440,21399
1441,11599
1442,3000
1443,13100
1444,37034
1445,9194
1446,6294
1447,7308
1448,23985
1449,5330
1450,6000
1451,6000
1452,7881
1453,5926
1454,11946
1455,4500
1456,2402
1457,2600
1458,5300
1459,13031
1460,2555
1461,3840
1462,10620
1463,4284
1464,5283
1465,5283
1466,6052
1467,7500
1468,7200
1469,4080
1470,5850
1471,10796
1472,17859
1473,5992
1474,8075
1475,7980
1476,2692
1477,5017
1478,7956
1479,10080
1480,9594
1481,4584
1482,21937
1483,15540
1484,20412
1485,8786
1486,5885
1487,9414
1488,9964
1489,35015
1490,5539
1491,4025
1492,18250
1493,7490
1494,8040
1495,4862
1496,8577
1497,1991
1498,4750
1499,7634
1500,8247
1501,11070
1502,9276
1503,14040
1504,27311
1505,9100
1506,4600
1507,7000
1508,7253
1509,5000
1510,7115
1511,7725
1512,8711
1513,9500
1514,9226
1515,7741
1516,4252
1517,35040
1518,5525
1519,40635
1520,14821
1521,3200
1522,9087
1523,8710
1524,9095
1525,28563
1526,7475
1527,9242
1528,8712
1529,5608
1530,41263
1531,6150
1532,1200
1533,2067
1534,7560
1535,6105
1536,7095
1537,9000
1538,9825
1539,32670
1540,16800
1541,9425
1542,1820
1543,14135
1544,8872
1545,8400
1546,21312
1547,6760
1548,7200
1549,1480
1550,7213
1551,9333
1552,7793
1553,7575
1554,11523
1555,7250
1556,7364
1557,14599
1558,45302
1559,7080
1560,2620
1561,7965
1562,47044
1563,4000
1564,5750
1565,35000
1566,8560
1567,9362
1568,6100
1569,9473
1570,5250
1571,6778
1572,10372
1573,10070
1574,4957
1575,7650
1576,7473
1577,7473
1578,5500
1579,6000
1580,4800
1581,8890
1582,12000
1583,7220
1584,10572
1585,14750
1586,49091
1587,4189
1588,7598
1589,8138
1590,4721
1591,6000
1592,12956
1593,7200
1594,4200
1595,24773
1596,7140
1597,7123
1598,1962
1599,5800
1600,46748
1601,7746
1602,10664
1603,12918
1604,10454
1605,3881
1606,74052
1607,11625
1608,6900
1609,7224
1610,4000
1611,12236
1612,43733
1613,4630
1614,4160
1615,6600
1616,3600
1617,1655
1618,8438
1619,6322
1620,7200
1621,8760
1622,37058
1623,5116
1624,206910
1625,7380
1626,4000
1627,3850
1628,6350
1629,7129
1630,9800
1631,29078
1632,35722
1633,6000
1634,5650
1635,7200
1636,9646
1637,4903
1638,9844
1639,9600
1640,8996
1641,12573
1642,9969
1643,2807
1644,142803
1645,6240
1646,12626
1647,2275
1648,8786
1649,6380
1650,10723
1651,9660
1652,9488
1653,204732
1654,6000
1655,12240
1656,9188
1657,6480
1658,9701
1659,1251
1660,2580
1661,14319
1662,4102
1663,35298
1664,6550
1665,3600
1666,10507
1667,4179
1668,2159
1669,5668
1670,4000
1671,7650
1672,10120
1673,8734
1674,5000
1675,9289
1676,8125
1677,8514
1678,4500
1679,5500
1680,38639
1681,7000
1682,13500
1683,10450
1684,14733
1685,14406
1686,9800
1687,9416
1688,131115
1689,1181
1690,28405
1691,7352
1692,18901
1693,2600
1694,1577
1695,46580
1696,36036
1697,18199
1698,8316
1699,7000
1700,7930
1701,3600
1702,5427
1703,360241
1704,8446
1705,56628
1706,2646
1707,8301
1708,9301
1709,6809
1710,16300
1711,7000
1712,14350
1713,12776
1714,5000
1715,4948
1716,4400
1717,3200
1718,10490
1719,1651359
1720,9601
1721,11592
1722,9339
1723,51836
1724,10800
1725,36900
1726,7482
1727,16677
1728,15837
1729,3832
1730,11466
1731,6000
1732,20296
1733,10414
1734,1638
1735,3784
1736,14196
1737,4225
1738,4250
1739,53898
1740,33981
1741,8967
1742,7180
1743,53392
1744,4800
1745,9800
1746,5608
1747,134489
1748,4520
1749,8153
1750,11542
1751,3060
1752,5054
1753,1662
1754,10615
1755,9000
1756,15119
1757,4750
1758,9314
1759,12138
1760,4975
1761,5022
1762,7665
1763,8250
1764,33460
1765,8364
1766,3250
1767,8414
1768,5618
1769,3000
1770,22863
1771,3904
1772,7210
1773,9103
1774,306848
1775,10168
1776,8755
1777,7136
1778,17533
1779,5400
1780,4620
1781,41656
1782,12252
1783,8028
1784,11025
1785,8250
1786,4080
1787,5775
1788,5000
1789,7119
1790,8941
1791,10650
1792,11867
1793,15600
1794,4800
1795,156988
1796,7567
1797,7500
1798,6703
1799,3141
1800,7560
1801,10171
1802,6305
1803,11444
1804,3839
1805,7973
1806,7000
1807,24663
1808,183823
1809,7275
1810,9005
1811,8875
1812,9503
1813,36831
1814,206480
1815,3000
1816,6120
1817,6105
1818,27589
1819,15000
1820,6552
1821,11783
1822,6300
1823,5428
1824,8960
1825,2500
1826,4650
1827,8000
1828,3050
1829,8290
1830,4234
1831,4400
1832,5688
1833,11675
1834,7600
1835,5131
1836,8000
1837,12000
1838,13800
1839,7200
1840,7200
1841,9557
1842,3500
1843,8760
1844,1280
1845,8580
1846,3200
1847,4532
1848,5800
1849,8925
1850,9602
1851,26989
1852,7350
1853,4750
1854,6510
1855,5751
1856,8601
1857,9163
1858,8678
1859,7843
1860,9877
1861,4234
1862,17366
1863,3600
1864,19680
1865,19680
1866,4961
1867,8250
1868,6800
1869,42436
1870,3630
1871,5921
1872,6150
1873,8400
1874,6768
1875,10762
1876,11880
1877,6137
1878,52953
1879,3840
1880,3425
1881,4096
1882,4360
1883,3480
1884,7210
1885,10190
1886,8448
1887,8601
1888,11000
1889,920
1890,37000
1891,7299
1892,7007
1893,28052
1894,9916
1895,2750
1896,10202
1897,7157
1898,9115
1899,8400
1900,5000
1901,9417
1902,8956
1903,11250
1904,3600
1905,4704
1906,2674
1907,9374
1908,12067
1909,26337
1910,5111
1911,10051
1912,10200
1913,8160
1914,3795
1915,4879
1916,8829
1917,10111
1918,16120
1919,8663
1920,4760
1921,31675
1922,6195
1923,10661
1924,51763
1925,3984
1926,9900
1927,6360
1928,6250
1929,2400
1930,23200
1931,17877
1932,3868
1933,9904
1934,6200
1935,6000
1936,9600
1937,33920
1938,21780
1939,4165
1940,7920
1941,11757
1942,8000
1943,9292
1944,7623
1945,24825
1946,96574
1947,10400
1948,8775
1949,26487
1950,5120
1951,8050
1952,9760
1953,33132
1954,15360
1955,8971
1956,40946
1957,8190
1958,7000
1959,17664
1960,3952
1961,6000
1962,4500
1963,52256
1964,5670
1965,12500
1966,2719
1967,8200
1968,85813
1969,5100
1970,8890
1971,87120
1972,16188
1973,3271
1974,3880
1975,9600
1976,35679
1977,4555
1978,9614
1979,6223
1980,6000
1981,7322
1982,11951
1983,7020
1984,7173
1985,18001
1986,8800
1987,7200
1988,4080
1989,7050
1990,20100
1991,14270
1992,5868
1993,9660
1994,4625
1995,13860
1996,5000
1997,8581
1998,13383
1999,9296
2000,3400
2001,6000
2002,6702
2003,9100
2004,11287
2005,10096
2006,4800
2007,4760
2008,8750
2009,9015
2010,7476
2011,3140
2012,13964
2013,6126
2014,5015
2015,40098
2016,9750
2017,857
2018,35020
2019,9000
2020,14720
2021,7850
2022,6687
2023,26000
2024,150117
2025,2416
2026,2451
2027,5750
2028,9150
2029,97138
2030,57050
2031,4368
2032,7570
2033,6000
2034,17882
2035,8424
2036,5980
2037,1140
2038,2890
2039,2890
2040,16048
2041,24700
2042,1968
2043,7727
2044,11740
2045,6125
2046,8828
2047,9750
2048,8990
2049,6194
2050,10184
2051,6371
2052,9600
2053,6967
2054,4988
2055,7294
2056,5200
2057,10707
2058,12282
2059,3600
2060,6250
2061,7255
2062,4300
2063,6095
2064,3255
2065,5200
2066,8490
2067,10306
2068,11220
2069,1221
2070,5750
2071,12151
2072,9936
2073,5000
2074,6000
2075,8078
2076,46609
2077,7700
2078,12145
2079,5568
2080,3708
2081,7692
2082,7708
2083,10000
2084,4944
2085,21300
2086,7936
2087,4980
2088,19606
2089,13907
2090,8400
2091,8000
2092,15960
2093,4945
2094,9078
2095,2800
2096,8055
2097,4000
2098,5455
2099,9223
2100,7000
2101,7700
2102,7350
2103,3900
2104,3600
2105,7650
2106,13975
2107,5692
2108,36246
2109,7259
2110,4500
2111,9396
2112,26784
2113,13474
2114,9011
2115,7236
2116,15003
2117,18042
2118,4000
2119,40946
2120,8793
2121,70567
2122,4102
2123,74495
2124,5719
2125,76665
2126,8518
2127,8518
2128,7280
2129,8308
2130,6600
2131,6660
2132,4640
2133,4800
2134,7000
2135,9135
2136,5000
2137,11800
2138,8250
2139,7960
2140,15250
2141,22334
2142,7221
2143,8162
2144,7000
2145,6807
2146,19025
2147,8396
2148,2375
2149,8700
2150,7735
2151,43645
2152,8823
2153,3752
2154,8410
2155,12607
2156,5750
2157,7752
2158,8000
2159,17239
2160,4000
2161,14915
2162,6607
2163,1021
2164,10350
2165,8453
2166,5760
2167,10350
2168,4182
2169,10764
2170,11018
2171,11375
2172,5439
2173,8364
2174,4400
2175,2003
2176,8521
2177,11019
2178,8128
2179,8890
2180,5000
2181,20805
2182,12675
2183,6776
2184,7270
2185,8625
2186,22500
2187,11312
2188,8827
2189,8040
2190,57063
2191,9603
2192,9023
2193,69834
2194,10519
2195,12540
2196,4650
2197,12000
2198,12473
2199,9751
2200,34982
2201,6479
2202,7475
2203,5496
2204,3376
2205,7753
2206,8868
2207,7930
2208,5000
2209,7680
2210,4031
2211,5000
2212,12377
2213,6240
2214,4300
2215,10202
2216,6000
2217,14568
2218,6820
2219,5510
2220,10920
2221,9415
2222,37533
2223,9000
2224,7000
2225,10047
2226,13530
2227,10757
2228,5200
2229,4443
2230,2657
2231,7610
2232,46609
2233,8279
2234,7680
2235,21514
2236,21630
2237,17120
2238,5087
2239,8175
2240,9908
2241,5210
2242,7631
2243,8800
2244,26460
2245,4377
2246,9153
2247,45738
2248,4940
2249,7200
2250,7668
2251,7620
2252,6718
2253,2167
2254,19387
2255,20873
2256,8750
2257,7741
2258,11937
2259,8410
2260,6120
2261,7750
2262,7759
2263,6397
2264,8736
2265,8541
2266,9148
2267,16065
2268,3844
2269,7600
2270,7147
2271,5910
2272,8100
2273,216777
2274,6726
2275,7350
2276,7963
2277,4500
2278,4000
2279,1349
2280,1825
2281,6158
2282,7272
2283,3000
2284,7560
2285,10491
2286,15002
2287,8658
2288,9719
2289,9689
2290,1824
2291,41600
2292,8755
2293,10440
2294,9750
2295,4178
2296,5616
2297,6448
2298,37169
2299,7700
2300,14012
2301,7910
2302,13504
2303,5756
2304,9840
2305,7012
2306,4621
2307,9680
2308,3000
2309,14810
2310,6969
2311,8160
2312,11120
2313,5522
2314,8879
2315,8100
2316,9000
2317,9453
2318,7700
2319,4059
2320,8295
2321,51177
2322,17208
2323,5000
2324,10642
2325,5220
2326,8800
2327,7920
2328,15068
2329,13211
2330,6840
2331,6552
2332,8580
2333,23085
2334,7000
2335,4510
2336,3980
2337,7308
2338,4260
2339,3444
2340,10800
2341,4000
2342,4343
2343,12987
2344,3800
2345,4500
2346,58712
2347,1194
2348,7800
2349,4777
2350,7811
2351,21486
2352,20685
2353,3500
2354,7112
2355,217800
2356,12682
2357,8450
2358,13356
2359,6236
2360,8122
2361,7209
2362,7632
2363,19040
2364,9215
2365,9300
2366,4400
2367,4830
2368,4076
2369,9753
2370,6131
2371,105587
2372,8187
2373,3880
2374,35636
2375,9957
2376,44431
2377,8316
2378,13113
2379,7134
2380,7000
2381,3600
2382,6554
2383,10018
2384,99916
2385,7230
2386,19602
2387,7000
2388,6791
2389,38412
2390,8361
2391,81892
2392,12750
2393,6977
2394,7163
2395,13406
2396,9472
2397,7350
2398,7800
2399,15139
2400,4500
2401,11200
2402,7107
2403,9473
2404,4412
2405,2800
2406,24000
2407,7304
2408,11340
2409,8548
2410,8092
2411,248600
2412,10450
2413,64073
2414,7742
2415,6750
2416,6600
2417,4050
2418,7280
2419,7064
2420,7781
2421,16801
2422,10530
2423,6060
2424,5901
2425,15207
2426,6698
2427,7200
2428,11210
2429,5374
2430,6090
2431,13500
2432,1656
2433,9000
2434,42077
2435,9674
2436,7607
2437,10900
2438,11920
2439,2031
2440,7161
2441,8540
2442,6129
2443,3315
2444,10000
2445,8512
2446,13885
2447,15525
2448,10576
2449,12824
2450,1845
2451,6034
2452,51836
2453,8124
2454,3999
2455,6132
2456,29982
2457,7440
2458,5377
2459,35000
2460,8100
2461,14649
2462,5980
2463,6530
2464,14499
2465,7607
2466,4620
2467,6566
2468,14240
2469,4788
2470,1545
2471,3420
2472,11165
2473,43560
2474,13720
2475,10423
2476,11651
2477,9600
2478,1488
2479,7771
2480,8145
2481,4217
2482,4923
2483,8451
2484,9520
2485,10463
2486,16263
2487,2560
2488,8011
2489,9240
2490,5146
2491,11928
2492,11457
2493,8400
2494,8400
2495,10450
2496,9373
2497,9373
2498,8816
