,population
540,900000.0
541,0.0
542,0.0
543,0.0
544,507310000.0
545,0.0
546,25000000.0
547,0.0
548,0.0
549,100000000.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,300000000.0
560,0.0
561,0.0
562,0.0
563,3570000.0
564,0.0
565,0.0
566,52000000.0
567,0.0
568,0.0
569,0.0
570,0.0
571,100000000.0
572,0.0
573,0.0
574,6000000.0
575,0.0
576,3150000.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,50000000.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,731000000.0
592,0.0
593,0.0
594,5000000.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,40000000.0
610,0.0
611,0.0
612,5000000.0
613,0.0
614,0.0
615,0.0
616,0.0
617,832000000.0
618,0.0
619,25000000.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,20000000.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,25000000.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,150000000.0
673,0.0
674,0.0
675,10100000.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,520000000.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,600000000.0
702,0.0
703,0.0
704,0.0
705,0.0
706,20000000.0
707,700000.0
708,1500000.0
709,0.0
710,0.0
711,0.0
712,0.0
713,50000000.0
714,11000000.0
715,0.0
716,0.0
717,0.0
718,35000000.0
719,0.0
720,0.0
721,0.0
722,0.0
723,550000000.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,20000000.0
730,0.0
731,140000000.0
732,0.0
733,0.0
734,120000000.0
735,0.0
736,0.0
737,0.0
738,41000.0
739,0.0
740,0.0
741,0.0
742,0.0
743,32000000.0
744,0.0
745,0.0
746,0.0
747,575000000.0
748,387000000.0
749,0.0
750,11900000.0
751,60000000.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,500000.0
771,0.0
772,0.0
773,408000000.0
774,0.0
775,0.0
776,0.0
777,0.0
778,600000000.0
779,80000000.0
780,250000000.0
781,0.0
782,0.0
783,0.0
784,0.0
785,30000000.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,200000000.0
792,0.0
793,0.0
794,19000000.0
795,0.0
796,0.0
797,350000000.0
798,0.0
799,0.0
800,0.0
801,0.0
802,50000000.0
803,1500000.0
804,0.0
805,500000000.0
806,2600000.0
807,60000000.0
808,0.0
809,0.0
810,0.0
811,180000000.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,11525000.0
818,0.0
819,0.0
820,0.0
821,0.0
822,5000000.0
823,3465000.0
824,0.0
825,0.0
826,40000000.0
827,0.0
828,0.0
829,0.0
830,30000000.0
831,0.0
832,0.0
833,0.0
834,0.0
835,1000000000.0
836,0.0
837,5000000.0
838,250000.0
839,500000.0
840,0.0
841,0.0
842,0.0
843,1000000.0
844,0.0
845,1100000.0
846,0.0
847,0.0
848,10000000.0
849,0.0
850,500000.0
851,0.0
852,0.0
853,800000000.0
854,0.0
855,0.0
856,0.0
857,0.0
858,1000000.0
859,37300000.0
860,0.0
861,3000000.0
862,0.0
863,500000.0
864,4100000.0
865,300000.0
866,43000000.0
867,0.0
868,0.0
869,3000000.0
870,5000000.0
871,0.0
872,2200000.0
873,0.0
874,0.0
875,0.0
876,311000000.0
877,820000000.0
878,0.0
879,250000000.0
880,0.0
881,50000000.0
882,0.0
883,62600000.0
884,0.0
885,0.0
886,57700000.0
887,0.0
888,700000.0
889,100000.0
890,17000000.0
891,0.0
892,0.0
893,0.0
894,125000000.0
895,10000000.0
896,0.0
897,0.0
898,27118000.0
899,0.0
900,1000000.0
901,2000000.0
902,4000000.0
903,0.0
904,0.0
905,8000000.0
906,0.0
907,0.0
908,500000.0
909,0.0
910,100000000.0
911,0.0
912,0.0
913,0.0
914,0.0
915,1000000.0
916,90000000.0
917,0.0
918,0.0
919,36500000.0
920,5000000.0
921,8000000.0
922,0.0
923,1000000.0
924,0.0
925,1000000.0
926,0.0
927,0.0
928,0.0
929,10000000.0
930,2000000.0
931,35000000.0
932,0.0
933,28000000.0
934,190000000.0
935,1420000000.0
936,0.0
937,347000000.0
938,30000000.0
939,0.0
940,0.0
941,0.0
942,1000000.0
943,22400000.0
944,15500000.0
945,118000.0
946,500000.0
947,60914000.0
948,27000.0
949,0.0
950,0.0
951,400000.0
952,200000.0
953,18000000.0
954,5000000.0
955,10000000.0
956,0.0
957,0.0
958,70000000.0
959,18000000.0
960,0.0
961,8000000.0
962,0.0
963,0.0
964,20000000.0
965,0.0
966,33000000.0
967,0.0
968,0.0
969,1400000.0
970,4200000.0
971,0.0
972,2000000000.0
973,1400000.0
974,7900000.0
975,1900000.0
976,15300000.0
977,5000000.0
978,0.0
979,24000000.0
980,0.0
981,25000000.0
982,0.0
983,1000000.0
984,1000000.0
985,0.0
986,15000000.0
987,1000000.0
988,0.0
989,1000000.0
990,0.0
991,50000.0
992,0.0
993,300000000.0
994,0.0
995,200000.0
996,1000000.0
997,0.0
998,20000000.0
999,17322000.0
1000,1500000.0
1001,0.0
1002,0.0
1003,100000000.0
1004,10000000.0
1005,0.0
1006,600000.0
1007,20000000.0
1008,3000000.0
1009,600000000.0
1010,68500000.0
1011,0.0
1012,0.0
1013,15300000.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,600000.0
1019,0.0
1020,3000000.0
1021,100000.0
1022,0.0
1023,20000000.0
1024,5000000.0
1025,0.0
1026,0.0
1027,0.0
1028,400000.0
1029,0.0
1030,0.0
1031,5000000.0
1032,20000000.0
1033,0.0
1034,0.0
1035,3000000.0
1036,3000000.0
1037,500000.0
1038,0.0
1039,184000000.0
1040,8200000.0
1041,180000000.0
1042,0.0
1043,5000000.0
1044,500000.0
1045,25600000.0
1046,0.0
1047,2800000.0
1048,15000000.0
1049,26500000.0
1050,3000000.0
1051,0.0
1052,5000000.0
1053,3000000.0
1054,0.0
1055,0.0
1056,200000.0
1057,39000000.0
1058,0.0
1059,200000000.0
1060,4500000.0
1061,140000000.0
1062,4126000.0
1063,20000000.0
1064,2600000.0
1065,1000000.0
1066,199400000.0
1067,1500000.0
1068,3000000.0
1069,0.0
1070,1000000.0
1071,0.0
1072,55000000.0
1073,0.0
1074,0.0
1075,50000.0
1076,5000000.0
1077,0.0
1078,31000000.0
1079,5000000.0
1080,920000.0
1081,2500000.0
1082,74700000.0
1083,500000.0
1084,600000.0
1085,0.0
1086,0.0
1087,0.0
1088,1000000.0
1089,0.0
1090,7831000.0
1091,0.0
1092,94200000.0
1093,0.0
1094,0.0
1095,36000000.0
1096,0.0
1097,3000000.0
1098,250000000.0
1099,0.0
1100,500000.0
1101,131000000.0
1102,0.0
1103,50000.0
1104,3000000.0
1105,1280000.0
1106,1000000.0
1107,3100000.0
1108,2400000.0
1109,0.0
1110,2500000.0
1111,0.0
1112,0.0
1113,2000000.0
1114,1500000.0
1115,0.0
1116,300000.0
1117,2669000.0
1118,0.0
1119,100000.0
1120,5000000.0
1121,0.0
1122,9600000.0
1123,5000000.0
1124,0.0
1125,0.0
1126,0.0
1127,1000000.0
1128,8000000.0
1129,238000.0
1130,38600000.0
1131,30000000.0
1132,200000.0
1133,0.0
1134,0.0
1135,8329000.0
1136,5770000.0
1137,0.0
1138,0.0
1139,500000.0
1140,0.0
1141,4000000.0
1142,100000.0
1143,10000000.0
1144,0.0
1145,1000000.0
1146,320000.0
1147,0.0
1148,200000.0
1149,0.0
1150,15000000.0
1151,0.0
1152,0.0
1153,0.0
1154,19000000.0
1155,0.0
1156,200000.0
1157,0.0
1158,8330000.0
1159,0.0
1160,0.0
1161,2000000.0
1162,0.0
1163,22400000.0
1164,0.0
1165,0.0
1166,8500000.0
1167,0.0
1168,5000000.0
1169,0.0
1170,0.0
1171,34000000.0
1172,200000.0
1173,3000000.0
1174,10000000.0
1175,5000000.0
1176,0.0
1177,0.0
1178,0.0
1179,74800000.0
1180,1600000.0
1181,0.0
1182,50000.0
1183,83000000.0
1184,100000000.0
1185,0.0
1186,88000000.0
1187,400000000.0
1188,0.0
1189,1420000000.0
1190,10000000.0
1191,50000000.0
1192,24000000.0
1193,25000000.0
1194,72475000.0
1195,200000.0
1196,25000000.0
1197,0.0
1198,86400000.0
1199,100000.0
1200,46000000.0
1201,500000.0
1202,2000000.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,400000.0
1208,138850000.0
1209,30000000.0
1210,0.0
1211,0.0
1212,4000000.0
1213,520000.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,85000000.0
1219,0.0
1220,0.0
1221,101200000.0
1222,0.0
1223,8000000.0
1224,0.0
1225,0.0
1226,268300000.0
1227,3200000.0
1228,0.0
1229,5100000.0
1230,30000000.0
1231,11400000.0
1232,0.0
1233,0.0
1234,31000000.0
1235,37000000.0
1236,0.0
1237,0.0
1238,15000000.0
1239,532000000.0
1240,5200000.0
1241,0.0
1242,258399000.0
1243,1750000.0
1244,0.0
1245,500000000.0
1246,55600000.0
1247,147000000.0
1248,450000000.0
1249,100000000.0
1250,0.0
1251,0.0
1252,0.0
1253,20000000.0
1254,119219000.0
1255,0.0
1256,0.0
1257,5200000.0
1258,0.0
1259,0.0
1260,0.0
1261,236400000.0
1262,2500000.0
1263,1500000.0
1264,0.0
1265,0.0
1266,50000.0
1267,0.0
1268,100000000.0
1269,55000000.0
1270,100000.0
1271,200000.0
1272,0.0
1273,0.0
1274,0.0
1275,530000000.0
1276,30000000.0
1277,41600000.0
1278,0.0
1279,1500000.0
1280,0.0
1281,200000.0
1282,100000.0
1283,0.0
1284,0.0
1285,380000.0
1286,2000000.0
1287,600000.0
1288,0.0
1289,1290000.0
1290,0.0
1291,50000.0
1292,0.0
1293,500000.0
1294,5000000.0
1295,553000000.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,50000.0
1306,0.0
1307,420000000.0
1308,20000000.0
1309,22500000.0
1310,0.0
1311,0.0
1312,0.0
1313,7000000.0
1314,959000.0
1315,70000000.0
1316,100000000.0
1317,0.0
1318,0.0
1319,1000000.0
1320,0.0
1321,300000000.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,634000.0
1327,72800000.0
1328,12420000.0
1329,0.0
1330,0.0
1331,0.0
1332,845000000.0
1333,0.0
1334,10000000.0
1335,0.0
1336,0.0
1337,50000.0
1338,20000000.0
1339,220000000.0
1340,48000000.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,120000000.0
1346,0.0
1347,2100000000.0
1348,0.0
1349,0.0
1350,0.0
1351,71000000.0
1352,0.0
1353,0.0
1354,0.0
1355,16000000.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,200000.0
1362,10000000.0
1363,0.0
1364,0.0
1365,400000000.0
1366,0.0
1367,76000000.0
1368,0.0
1369,0.0
1370,2500000.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,24700000.0
1377,480000000.0
1378,1700000.0
1379,5000000.0
1380,0.0
1381,0.0
1382,100000000.0
1383,0.0
1384,661500000.0
1385,0.0
1386,0.0
1387,450000.0
1388,493000.0
1389,7000000.0
1390,0.0
1391,0.0
1392,500000.0
1393,5000000.0
1394,6750000.0
1395,0.0
1396,500000000.0
1397,50000000.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,5972000.0
1403,1096717000.0
1404,0.0
1405,579200000.0
1406,0.0
1407,0.0
1408,4000000.0
1409,10500000.0
1410,121000000.0
1411,0.0
1412,14500000.0
1413,10000000.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,22000000.0
1419,30000000.0
1420,0.0
1421,540000000.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,400000000.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,1000000.0
1435,3255000.0
1436,10000000.0
1437,21700000.0
1438,17800000.0
1439,55300000.0
1440,0.0
1441,0.0
1442,39000000.0
1443,5000000.0
1444,0.0
1445,3000000.0
1446,0.0
1447,1000000000.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,600000000.0
1453,0.0
1454,254900000.0
1455,2500000.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,1000000.0
1463,4700000.0
1464,0.0
1465,0.0
1466,0.0
1467,714259000.0
1468,200000000.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,505000000.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,200000000.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,2161000.0
1486,0.0
1487,50000000.0
1488,0.0
1489,0.0
1490,3600000.0
1491,45000000.0
1492,17000000.0
1493,1000000.0
1494,0.0
1495,550000000.0
1496,0.0
1497,0.0
1498,12700000.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,38024000.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,201000.0
1511,0.0
1512,5600000000.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,1300000000.0
1519,0.0
1520,24000000.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,1000000000.0
1529,120000000.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,220000000.0
1535,0.0
1536,0.0
1537,0.0
1538,266756000.0
1539,0.0
1540,0.0
1541,3600000000.0
1542,40000000.0
1543,800000000.0
1544,100000000.0
1545,17000000.0
1546,0.0
1547,100000000.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,505000000.0
1558,134000000.0
1559,1553000.0
1560,178426000.0
1561,679000.0
1562,0.0
1563,300000000.0
1564,85000000.0
1565,0.0
1566,25000000.0
1567,0.0
1568,41000000.0
1569,80000000.0
1570,0.0
1571,2168000.0
1572,0.0
1573,0.0
1574,50000000.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,10000000.0
1580,0.0
1581,0.0
1582,0.0
1583,3000000000.0
1584,0.0
1585,0.0
1586,6800000.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,2500000.0
1592,0.0
1593,0.0
1594,0.0
1595,1000000.0
1596,0.0
1597,28000000.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,1200000.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,498535000.0
1608,0.0
1609,194000000.0
1610,0.0
1611,12000000.0
1612,0.0
1613,22000000.0
1614,10000000.0
1615,33000000.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,350000000.0
1621,0.0
1622,0.0
1623,55500000.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,1000000.0
1630,100000.0
1631,1913000.0
1632,0.0
1633,4425000.0
1634,0.0
1635,0.0
1636,2000000000.0
1637,0.0
1638,0.0
1639,170000000.0
1640,11000000.0
1641,0.0
1642,1200000.0
1643,1100000.0
1644,0.0
1645,0.0
1646,1000000.0
1647,250000000.0
1648,0.0
1649,2800000000.0
1650,0.0
1651,200000000.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,52000000.0
1660,0.0
1661,0.0
1662,0.0
1663,20710000.0
1664,1000000000.0
1665,0.0
1666,0.0
1667,0.0
1668,6000000.0
1669,0.0
1670,2300000000.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,150000000.0
1677,330000000.0
1678,0.0
1679,25000000.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,250000000.0
1685,0.0
1686,0.0
1687,1000000.0
1688,1200000.0
1689,0.0
1690,0.0
1691,166000000.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,50000000.0
1697,0.0
1698,1000000.0
1699,865000000.0
1700,0.0
1701,0.0
1702,400000.0
1703,19000000.0
1704,0.0
1705,0.0
1706,100000000.0
1707,29000000.0
1708,0.0
1709,0.0
1710,24300000.0
1711,0.0
1712,63000000.0
1713,0.0
1714,25500000.0
1715,0.0
1716,0.0
1717,513000.0
1718,0.0
1719,0.0
1720,0.0
1721,2000000.0
1722,0.0
1723,0.0
1724,0.0
1725,190084000.0
1726,0.0
1727,25000000.0
1728,2000000.0
1729,400000000.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,100000000.0
1736,0.0
1737,0.0
1738,0.0
1739,200000.0
1740,0.0
1741,0.0
1742,0.0
1743,31286000.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,19000000.0
1750,0.0
1751,0.0
1752,0.0
1753,28000000.0
1754,0.0
1755,80000000.0
1756,44650000.0
1757,0.0
1758,150000000.0
1759,0.0
1760,14000000.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,100000000.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,10000000.0
1771,13000000.0
1772,0.0
1773,20150000.0
1774,0.0
1775,3200000.0
1776,0.0
1777,0.0
1778,200000000.0
1779,0.0
1780,100000000.0
1781,0.0
1782,12800000.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,40000000.0
1791,0.0
1792,0.0
1793,30000000.0
1794,0.0
1795,0.0
1796,11000000.0
1797,0.0
1798,50000000.0
1799,175000000.0
1800,0.0
1801,0.0
1802,0.0
1803,2466000.0
1804,0.0
1805,0.0
1806,0.0
1807,6983000.0
1808,26450000.0
1809,0.0
1810,0.0
1811,32100000.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,563000000.0
1821,2300000000.0
1822,0.0
1823,0.0
1824,450000000.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,5000000.0
1831,651000.0
1832,0.0
1833,150000000.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,1500000.0
1839,0.0
1840,160000000.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,47000000.0
1852,5200000000.0
1853,0.0
1854,1500000000.0
1855,2256000.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,5000000.0
1862,5300000.0
1863,0.0
1864,0.0
1865,0.0
1866,400000000.0
1867,0.0
1868,3400000.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,320000000.0
1876,0.0
1877,0.0
1878,0.0
1879,6000000.0
1880,0.0
1881,20000000000.0
1882,64000000.0
1883,1000000.0
1884,0.0
1885,0.0
1886,7220000.0
1887,0.0
1888,87990000.0
1889,0.0
1890,5000000.0
1891,87000000.0
1892,0.0
1893,0.0
1894,0.0
1895,68000000.0
1896,0.0
1897,0.0
1898,245000000.0
1899,0.0
1900,0.0
1901,0.0
1902,1000000.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,118391000.0
1908,0.0
1909,0.0
1910,0.0
1911,67000000.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,59700000.0
1918,15000000.0
1919,0.0
1920,2000000000.0
1921,350000000.0
1922,910000000.0
1923,860000000.0
1924,16300000.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,6000000000.0
1932,11279000.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,125000.0
1940,79000000.0
1941,0.0
1942,2300000000.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,5000000.0
1948,5000000.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,250000000.0
1956,0.0
1957,0.0
1958,0.0
1959,1460000000.0
1960,0.0
